artists,x0,x1,play_count
Shiny Toy Guns,11.339398,11.988461,3
Shirley & Lee,7.909575,6.781207,3
Shirley Bassey,5.821675,8.825174,15
Shirley Brown,6.7252316,9.676818,3
Shirley Caesar,7.3179193,10.938279,10
Shirley Ellis,3.9031427,5.731516,3
Shirley Horn,4.6464195,8.005023,11
Shirley Murdock,6.9646797,9.922249,3
Shizuka Kudo,11.449383,10.085579,3
Shobha,3.0650954,11.952803,3
Shocking Blue,7.0619764,12.829407,9
Shoffy,10.11097,9.255771,3
Shooting Star,9.046006,12.761051,5
Shoreline Mafia,13.69222,9.43966,5
Shuggie Otis,4.907379,13.0958395,14
Shungi Music Crew,5.808716,13.280453,10
Si Zentner,6.7998796,8.423848,4
SiR,12.810103,10.194791,3
Sia,9.174654,12.335436,18
Sibylle Baier,4.635459,8.558752,3
Sick Puppies,10.756669,13.662453,5
Sidewalk Prophets,9.086733,12.349434,5
Sidney Bechet,1.1063368,12.278009,5
Sierra Nelson,8.285392,8.551819,3
Sigur Rós,5.6054254,14.112281,14
Sik World,8.900261,10.8504,4
Silk,9.384312,9.786111,10
Silu Wang,-0.90118015,12.632126,3
Silver Apples,8.550568,10.633152,12
Silver Convention,5.6223745,12.526884,4
Silver Jews,5.199644,12.702125,9
Silverchair,9.346203,13.114177,15
Silverstein,9.870312,13.311291,11
Silversun Pickups,10.125448,12.594104,11
Silvio Rodríguez,4.9886174,8.161796,29
Simon & Garfunkel,5.681911,8.440771,108
Simon Curtis,10.221296,11.516202,4
Simple Minds,7.1757665,12.866508,23
Simple Plan,11.212936,12.860371,17
Simply Red,10.685693,8.93368,20
Simón Díaz,6.7464833,7.8395433,8
Sin Bandera,6.480162,9.773964,10
Sinan Sakic,11.678873,9.288966,3
Sinéad O'Connor,6.9032836,9.832489,21
Siouxsie and the Banshees,9.452491,13.110192,51
Sir Charles Jones,8.31434,8.533918,3
Sir Lancelot,9.182098,6.830583,4
Sir Mix-A-Lot,13.881258,8.596811,16
Sisqo,9.794713,10.220063,4
Sister Hazel,11.559499,11.214566,7
Sister Nancy,12.8860445,9.826347,3
Sister Rosetta Tharpe,8.648813,7.133578,21
Sister Rosetta Tharpe The Rosettes,5.1403823,8.882613,8
Sister Sledge,11.723552,8.769902,14
Sisters of Mercy,6.1308107,13.524037,28
Sitara,5.8336673,6.254826,27
Sixpence None The Richer,9.736667,11.719643,6
Sixx:A.M.,9.47959,12.17239,3
Sizzla,13.035489,10.220904,4
Ski Mask The Slump God,13.573644,9.752848,9
Ski Mask The Slump God XXXTENTACION,13.853819,10.121978,8
Skid Row,9.858212,12.779384,25
Skillet,10.733935,13.226239,39
Skinny Puppy,6.775691,12.64273,9
Skrillex,10.556668,12.665276,11
Skyy,11.191159,8.604057,6
Slade,10.43551,12.723284,10
Slaughter,10.169145,13.078473,13
Slave,10.398103,8.95133,7
Slayer,7.755656,13.771591,84
Sleater-Kinney,10.6271305,13.30159,5
Sleep,6.158533,14.129773,7
Sleeping At Last,4.90815,9.03978,17
Sleeping With Sirens,10.7877245,13.504517,18
Sleigh Bells,10.025097,11.343911,4
Slick Rick,13.562356,8.806452,15
Slightly Stoopid,11.297411,9.766614,33
Slim Thug,12.740515,10.48617,4
Slim Whitman,5.0766997,8.280482,9
Slint,5.567614,13.837409,9
Slipknot,9.726238,13.6040125,92
Slowburner,10.7999,10.027881,4
Slowdive,5.834415,14.092147,25
Slum Village,13.49794,8.918238,5
Sly & The Family Stone,10.3254,8.366013,79
Small Faces,9.803125,11.900661,10
Small Island Pride,8.061994,7.46409,6
Smallpools,11.320762,11.1755705,5
Smash Mouth,11.837591,10.354225,15
Smif-N-Wessun,13.738242,8.869372,3
Smino,14.146301,9.462793,4
Smog,4.92464,12.659647,5
Smokey Robinson,7.527259,8.715894,26
Smokey Robinson & The Miracles,8.642986,8.808052,45
Smokie,11.01983,9.383761,6
Smokie Norful,7.6650786,10.687725,3
Smt. Angurbala Devi,-0.19211252,12.26851,19
Sneaker Pimps,6.6864095,13.410755,4
Snehprabha,1.9554846,13.363942,3
Snehprabha Pradhan,2.069246,13.076478,12
Snoh Aalegra,8.032017,9.381741,3
Snoop Dogg,14.357747,8.709422,9
Snoop Dogg Wiz Khalifa,14.391123,9.131124,4
Snot,10.668149,13.479414,3
Snow Patrol,9.15849,11.803812,10
SoMo,10.096593,10.867703,8
Social Distortion,10.830081,13.750355,44
Soda Stereo,10.874836,11.685658,64
Sodom,6.5613527,14.191578,3
Sofia Karivali,2.6530256,12.864395,4
Sofia Vempo,1.7475312,11.7445755,24
Soft Cell,8.395941,9.478718,16
Soft Machine,5.161367,13.8587265,9
Soil,10.489248,12.6936655,4
Solange,10.175144,10.220999,5
Solido,9.857041,8.183842,4
Solomon Burke,7.9567924,6.9901543,29
Something Corporate,9.956224,13.12179,6
Son Seals,10.226394,8.651775,3
Son Volt,8.718958,10.072512,4
Sonar Senghor,3.820882,12.834354,4
Songs: Ohia,6.6133676,10.114688,6
Sonia Lopez,7.838139,6.819448,17
Sonic Youth,6.829761,14.082153,45
Sonido Mazter,10.703144,8.47528,4
Sonny & Cher,9.113582,9.269881,27
Sonny Boy Williamson I,5.3771043,7.148135,100
Sonny Boy Williamson II,8.360977,7.183568,34
Sonny Clark,3.2915018,11.237746,25
Sonny Davis,4.083364,12.89576,18
Sonny James,5.76207,8.362078,7
Sonny Red,5.004758,8.263232,3
Sonny Rollins,3.2330966,11.263271,114
Sonny Rollins Quartet,1.5861213,11.934969,4
Sonny Rollins The Modern Jazz Quartet,7.227797,7.118593,4
Sonny Rollins Thelonious Monk,6.8582754,7.5583835,6
Sonny Stitt,7.168438,8.751838,26
Sonny Terry,5.1868243,7.3156805,7
"Sonny Terry, Brownie McGhee, and Coyal McMahan",6.3604026,6.657546,4
Sonora Ponceña,9.496932,7.0914598,19
Sonora Tropicana,10.024142,7.094478,3
Sons of the Pioneers,4.058584,8.407386,50
Sophie B. Hawkins,10.211821,12.040129,3
Sorority Noise,9.103359,12.418571,3
Sotiria Bellou,3.0892844,11.921536,8
Sotiria Bellou Stellakis Perpiniadis,6.2980127,6.876646,3
Sotiris Stasinopoulos,1.1835488,12.441448,25
Soul Asylum,9.321183,12.000493,6
Soul Coughing,6.231136,12.736587,7
Soul For Real,10.772295,12.274157,4
Soul II Soul,10.285238,8.6192255,6
Soula Karagiorgi,5.448883,7.993134,15
Soulfly,9.898522,12.611034,3
Soulja Boy,11.977202,10.146268,6
Souls Of Mischief,14.40185,9.13928,5
Sound Library XL,-2.9673636,9.07418,3
Soundgarden,7.8283925,13.496447,62
Sounds Of Blackness,11.815164,9.538761,4
Sounds of Nature Relaxation,-2.8330872,9.291742,3
South Border,6.9007516,9.885909,4
South Park Mexican,10.254598,10.117346,53
Southside Johnny And The Asbury Jukes,8.678948,9.178602,7
Spandau Ballet,5.969539,12.680063,13
Spanky & Our Gang,6.097899,7.772952,5
Sparklehorse,5.7405477,13.749688,3
Sparks,10.206699,10.6755905,17
Spawnbreezie,10.708152,8.698144,4
Speaker Knockerz,10.903691,11.014535,10
Special Ed,13.570714,8.823482,4
Spectre General,10.45457,13.383333,4
Speedy West,2.1765046,11.983492,14
Spice 1,13.749223,8.958966,8
Spice Girls,11.402491,9.808938,20
Spin Doctors,11.278867,10.32599,9
Spinal Tap,9.489275,9.659885,6
Spineshank,10.495096,12.597164,3
Spirit,7.3188176,10.21732,18
Spiritualized,5.780425,14.116835,5
Split Enz,9.275806,8.688932,6
Sponge,9.526982,12.292565,8
Spongebob Squarepants,11.336953,9.461823,13
Spoon,11.250476,9.185271,14
Spyro Gyra,4.908494,12.919897,10
Squeeze,10.490657,8.955319,28
Squirrel Nut Zippers,9.031931,9.707808,3
St Germain,5.573024,13.169499,6
St. Lucia,10.646243,12.043001,3
St. Paul & The Broken Bones,6.5386434,12.976736,5
Stabbing Westward,9.746582,13.185611,7
Stacey Kent,6.650859,7.800551,6
Stacy Lattisaw,8.098778,9.391997,3
Staind,9.407407,12.792189,34
Stan Bush,11.018613,12.3067255,4
Stan Getz,1.8861915,11.619997,76
Stan Getz Quartet,5.261763,8.32106,6
Stan Kenton,1.3793665,11.483764,91
Stan Kenton & His Orchestra,2.803906,12.271003,18
Stan Rogers,7.3110223,7.2053657,11
Stan Whitmire,-1.3296744,11.604673,9
Stanley Clarke,5.2654,13.075893,9
Stanley Donen,4.811297,7.7548995,3
Stanley Turrentine,3.337877,11.209792,10
Starbomb,14.405854,9.104075,3
Starpoint,11.365208,8.430661,3
Stars,7.6946735,10.608175,3
Stars Of The Lid,-2.292766,11.215108,5
Stars On 45,12.024548,9.9305525,7
Starship,10.818844,11.158499,8
State Champs,11.313311,12.584058,3
Stathis Kavouras,5.745564,8.6804695,6
Stathis Koukoularis,6.330709,7.8829827,6
Static-X,10.614227,13.03832,19
Status Quo,11.038448,13.140731,4
Stavros Tzouanakos,2.283042,12.724936,9
Stealers Wheel,10.940765,8.673531,5
Steel Panther,9.950963,12.270095,3
Steel Pulse,11.140385,8.057839,37
Steeleye Span,7.4781933,9.06272,6
Steely Dan,9.39612,8.5235615,101
Stefanie Sun,7.2710586,10.890583,4
Steffany Gretzinger,3.283586,8.20034,3
Stella Xaskil,2.7349312,12.272999,16
Stellakis Perpiniadis,2.8000538,12.558567,74
Stellakis Perpiniadis Stratos Pagioumtzis,3.0321383,11.782234,9
Stelvio Cipriani,-0.3689855,12.275915,3
Stephanie Mills,9.300058,8.404868,7
Stephanie Mills Teddy Pendergrass,10.164167,8.640402,3
Stephen Bishop,5.8770294,9.023964,10
Stephen Speaks,7.1689963,7.8606024,5
Stephen Stills,9.008779,10.250282,41
Steppenwolf,9.186542,10.233432,38
Steps,11.946908,10.03697,3
Steps Ahead,0.47358254,11.1787195,3
Stereo MC's,6.0184355,12.403797,3
Stereolab,5.78615,13.146557,11
Stereophonics,10.061488,13.143318,4
Sterling Brown,5.411602,3.799257,3
Stetsasonic,12.163939,9.283972,3
Steve Correll Group,2.4500935,12.397262,7
Steve Earle,9.872248,8.256319,23
Steve Green,3.377133,8.213743,4
Steve Holy,7.617326,10.716337,3
Steve Jablonsky,-0.90794057,10.471432,6
Steve Lacy,8.195518,9.034343,8
Steve Lawrence,8.281119,7.5164847,6
Steve Miller Band,8.699471,9.136895,69
Steve Perry,9.999645,11.375285,7
Steve Roach,-2.3138237,11.685088,3
Steve Tyrell,5.4878473,9.313942,6
Steve Vai,6.334196,13.926,6
Steve Wariner,8.275411,8.574039,15
Steve Winwood,10.742582,8.426146,24
Steve Young,5.551955,9.202664,4
Steven Curtis Chapman,7.1809053,10.548669,8
Steven Sharp Nelson,-1.1069542,11.253693,4
Steven Wright,4.4482174,3.585865,7
Stevie B,9.742087,9.235608,9
Stevie Nicks,10.722582,10.992935,50
Stevie Nicks Tom Petty and the Heartbreakers,7.3329654,10.984469,4
Stevie Ray Vaughan,6.844827,12.974858,115
Stevie Wonder,9.116339,8.842873,270
Stick Figure,5.679614,12.786435,24
Sticky Fingers,9.680944,10.795377,5
Stiff Little Fingers,11.300794,13.350222,11
Still Woozy,9.013022,8.574473,8
Sting,8.296673,9.179118,46
Stompin' Tom Connors,8.511139,7.429205,4
Stone Sour,10.118784,12.310494,17
Stone Temple Pilots,9.5012665,13.090426,49
Stonewall Jackson,7.4967537,7.763828,21
Stoney LaRue,3.8207603,5.690452,3
Story Of The Year,9.64914,12.506099,5
Stratos Pagioumtzis,2.3474476,12.74688,42
Stratos Pagioumtzis Vasilis Tsitsanis,6.3828273,6.879862,10
Strawberry Alarm Clock,9.517893,9.728655,14
Strawberry Switchblade,9.851855,9.152818,7
Strawbs,10.341666,10.489306,3
Stray Cats,10.57035,11.171301,19
Streetheart,11.4927845,9.228719,3
Streetlight Manifesto,11.651007,11.800972,11
Stroke 9,9.924143,13.273651,3
Stromae,11.075815,10.547735,6
Strung Out,7.6515803,13.578328,3
Stryper,9.277842,12.741486,15
Studio 7,5.1672444,12.934344,3
Studio Chorus - Saludos Amigos,7.1690016,7.200036,6
Sturgill Simpson,9.65849,10.207432,18
Styx,8.139682,11.839424,77
Stélios Kazantzídis,6.729096,7.060067,39
Subhumans,9.085235,13.105784,15
Sublime,10.838431,10.077699,120
Sublime With Rome,12.519912,10.492873,5
Suburban Lawns,10.88362,9.207821,6
Suchitra Mitra,4.9983945,8.362236,13
Sudha Mukherjee,1.2525543,10.828294,6
Sudhir Phadke,1.6154233,12.242843,6
Sue Thompson,7.4261007,7.3299727,5
Suffocation,6.3175216,13.665499,3
Sufjan Stevens,2.3449795,11.510928,30
Suga Free,13.311936,8.946476,5
Sugar,10.54556,13.37008,4
Sugar Chile Robinson,10.53639,7.9808,3
Sugar Ray,11.731461,9.37119,14
Sugarcult,10.673908,13.555473,7
Sugarland,10.119407,11.470253,14
Sui Generis,4.7827373,8.818074,5
Suicidal Tendencies,9.782072,12.526617,38
Suicide,6.524532,14.065096,10
Suicide Silence,6.9828615,14.084212,4
Sulochana Kadam,2.5256174,12.794043,11
Sum 41,11.169532,13.506359,31
Summer Salt,7.5711846,8.05834,4
Summer Walker,7.1758895,10.263459,8
Sumo,11.034566,13.507695,4
Sun Ra,5.5489798,8.649417,36
Sundef,5.500491,13.796564,4
Sunder Singh,5.9255247,6.0525002,3
Sunetra,1.7949284,13.2055235,3
Sunny Day Real Estate,9.514243,13.30153,8
Supantho Basu,11.26489,7.2168107,3
Super Cat,14.360367,8.574314,4
Super Grupo Colombia,10.598634,8.351804,4
Super3,10.764783,13.092542,3
Superchunk,6.146971,13.89467,3
Supergrass,6.8938885,13.84719,7
Supermerk2,12.023233,9.125439,3
Supertramp,7.6177363,9.84521,97
Supriti Ghosh,0.7953238,12.176814,20
Supriti Ghosh Tarun Banerjee,5.3051295,7.6377373,3
Suraiya,6.321263,7.0691733,84
Surendra,1.1950557,11.946778,27
Surendra Wahidan Bai,5.365274,7.6564736,3
Surf Curse,10.939464,13.4984455,4
Surface,8.804925,8.530721,11
Surfaces,11.287731,9.191342,12
Surinder Kaur,5.968502,7.197597,7
Survivor,9.42701,9.346569,33
Susan Cadogan,11.312761,7.575238,4
Susan Tedeschi,3.7201355,5.844119,3
Sushila Rani,1.5659175,12.518186,10
Susumu Yokota,1.5390158,11.515583,3
Suzanne Vega,6.212606,9.114833,9
Suzi Quatro,11.788538,10.366768,8
Suzy Bogguss,7.5107646,9.763532,4
Suzy Delair,5.517316,7.5595927,4
Sven-Bertil Taube,4.6653843,7.512622,3
Svend Asmussen,1.44719,11.870336,5
Svend Asmussens Kvintet,5.412661,5.432126,3
Swans,6.7243805,14.163008,4
Swedish House Mafia,5.8936553,13.339562,3
Sweet,10.1705675,10.782765,14
Sweet Sensation,6.008652,12.583417,5
Sweet Trip,7.2470627,13.21637,4
Sweethearts of the Rodeo,11.353531,8.4631195,3
Sweetwater,7.9474764,9.631828,6
Swing Out Sister,10.64845,8.357845,6
Switch,9.150132,7.103946,6
Switchfoot,10.010828,12.967236,17
Syd Dale,4.9852633,13.029094,3
Syl Johnson,10.590535,8.555034,5
Sylvan Esso,7.300043,10.330616,7
Sylvester,5.454147,12.856468,6
Sylvia Rexach Tuti Umpierre,4.5409403,8.237592,12
Syreeta,8.885348,8.932906,3
System Of A Down,10.424149,13.186332,76
Sérgio Mendes,3.265966,12.510158,10
Sérgio Murillo,7.388515,7.4195023,7
T'Pau,8.035478,11.251155,3
T-Bone Walker,7.4696035,8.348629,4
T-Pain,9.128994,11.058226,5
T. Graham Brown,8.701471,8.658808,3
T. M. Soundararajan,2.492041,11.598991,6
T. R. Mahalingam,2.9930122,12.659168,6
T. Rex,10.019974,10.829689,46
T. S. Bhagavathi,2.9668124,12.652398,5
T. S. Eliot,5.39589,3.652581,5
T.G. Sheppard,8.742029,8.142361,10
T.I.,13.953571,10.158901,22
T.O Suprapto,3.7472954,8.5004015,8
T.S.O.L.,9.725689,13.307245,17
T3R Elemento,9.038192,8.869787,3
TAEYANG,7.3728676,10.523666,3
THE GUY,6.431169,12.394174,6
TIN TAN Y MARCELO,6.3230224,6.6522927,15
TKA,10.324971,9.146731,7
TLC,10.455196,9.823917,24
TOOL,6.247851,14.1288,57
TOTO,9.38356,8.839435,45
TRUSTcompany,10.124739,12.513385,3
TV Girl,11.074707,10.842123,4
TV On The Radio,9.03377,12.389603,9
TWENTY88,14.065953,9.856256,3
TWICE,11.311166,11.499155,7
Tab Hunter,6.4202375,7.0626326,3
Tadd Dameron Sextet,3.4875963,12.706437,4
Taeko Onuki,10.208718,9.066455,11
Taio Cruz,12.043806,9.080482,3
Taj Mahal,9.067692,8.149714,31
Take That,8.671615,9.601871,5
Taking Back Sunday,10.813702,13.128048,27
Takis Karnavas,6.6796985,7.5111833,5
Takis Nikolaou,2.1777792,12.387993,3
Tal Farlow,1.6084654,12.880577,25
Talat Mahmood,1.2044163,12.099864,45
Talib Kweli,14.446945,9.206875,3
Talk Talk,6.2066183,12.855468,31
Talking Heads,11.256428,9.405075,204
Tall Heights,7.8470416,10.526265,3
Tally Hall,9.628065,11.0601425,12
Tamar Braxton,9.06475,11.640461,3
Tame Impala,7.3425884,13.334004,55
Tamia,8.423131,11.057323,14
Tammy Wynette,5.3776135,8.482384,57
Tamás Cseh,5.3668323,3.2379038,6
Tangerine Dream,-0.29236218,11.143253,9
Tanguturi Suryakumari,1.2930604,12.71599,15
Tank,7.6498256,11.156687,3
Tantric,10.034714,11.886203,5
Tanya Goodman,2.0313838,10.989737,18
Tanya Tucker,7.420227,8.547862,31
Taproot,6.794561,13.381151,4
Tara,0.34256962,11.870705,3
Tara Bai,1.2928058,12.8606615,4
Tarun Banerjee,6.1044183,7.479183,21
Tash Sultana,10.296297,11.867885,3
Tasha Cobbs Leonard,7.470201,11.112736,3
Tasia Verra,2.8312974,12.081464,19
Taste,8.197302,9.263943,5
Tate McRae,6.328859,9.225513,7
Tauren Wells,5.9679337,8.484843,3
Tavares,3.9148955,5.6872163,5
Tay-K,13.718756,10.168838,6
Taylor Dayne,11.562111,10.620294,13
Taylor Ray Holbrook,9.957632,10.868716,3
Taylor Swift,9.767919,11.437719,176
Tears For Fears,6.935639,12.862317,60
Tech N9ne,14.203984,9.845792,17
Tech N9ne Collabos,14.677521,8.790051,4
Technotronic,11.424367,9.070714,3
Ted Hawkins,6.299461,6.988862,12
Ted Heath,4.4727216,8.134641,13
Ted Neeley,5.333862,13.797021,4
Ted Nugent,6.824467,13.817892,53
Ted Weems & His Orchestra,2.9853756,12.155861,50
Teddi King,5.092841,7.214452,4
Teddy Pendergrass,9.161571,8.560951,33
Teddy Petersens Koncertorkester og kor,3.6916995,6.238681,7
Teddy Wilson,1.3048248,12.503168,27
Tedeschi Trucks Band,8.5023155,9.974166,3
Tee Grizzley,14.382083,9.0415125,4
Teena Marie,9.651449,9.893625,33
Teenage Fanclub,6.741869,13.737523,4
Tegan and Sara,11.624424,10.544311,9
Tego Calderon,12.316947,9.086464,8
Television,5.7003865,12.956299,17
Television Personalities,7.4858427,11.05145,3
Temple Of The Dog,8.707165,12.472374,11
Ten Years After,7.0826464,12.709238,20
Tenacious D,9.701645,12.175393,22
Tennessee Ernie Ford,7.4942336,6.6479855,46
Tenth Avenue North,8.429901,11.773843,10
Teodoro Reyes,8.390251,6.669305,8
Tercer Cielo,7.404083,10.535916,6
Terence Trent D'Arby,10.645246,8.016498,4
Teresa Teng,5.6819654,9.271658,13
Terrence Mann,3.212306,8.020889,3
Terri Clark,11.559328,10.762902,8
Terry Reid,9.704775,7.9613385,3
Terry Riley,-0.38437796,11.05885,3
Tesla,9.013737,12.800319,35
Testament,8.408796,12.997352,23
Tevin Campbell,10.575957,9.911572,11
Tex Tex,11.796808,9.0454855,3
Tex Williams,6.776259,5.950918,7
Texas,10.954118,10.888253,4
Texas Tornados,11.81317,8.656904,7
Teyana Taylor,8.710753,10.973048,3
Tha Dogg Pound,13.921264,8.909431,6
Thad Jones,1.3153169,11.488123,3
Thalía,11.813516,10.426914,9
Thanasis Kavourakis,7.1990933,7.394424,5
Thanasis Varsamas,6.1394634,7.2162747,5
That Handsome Devil,11.427662,7.6628613,3
The 1937 Flood,7.2532635,7.293058,45
The 1975,9.840079,11.477063,47
The 5 Heartbeats,10.109357,9.062567,6
The 5th Dimension,7.548982,9.468401,16
The Abyssinians,10.653348,8.171171,3
The Academy Is...,11.278746,11.946424,3
The Action,7.20193,12.780836,6
The Adicts,10.77302,11.631889,17
The Adverts,11.283004,13.468831,3
The Afters,9.673168,11.879031,4
The Alan Parsons Project,8.171273,10.594044,82
The Alarm,11.057507,11.884536,5
The Album Leaf,0.18743572,11.197301,6
The All-American Rejects,10.950064,12.991135,18
The Allman Brothers Band,6.6697655,12.892615,120
The Almanac Singers,6.42592,6.829731,6
The Amboina Serenaders,4.3114777,8.04587,12
The Amboy Dukes,6.581733,13.466874,3
The Ames Brothers,6.0562325,9.480773,16
The Amity Affliction,10.205424,13.684769,4
The Andrews Sisters,7.164141,6.663572,12
The Angels,11.408515,12.00168,3
The Animals,9.415194,9.38129,99
The Apples In Stereo,10.726355,13.275058,3
The Aquabats!,11.648628,11.943131,7
The Archies,10.491894,7.6221213,9
The Art Of Noise,5.1703687,13.340438,5
The Association,8.160827,8.688566,33
The Astronauts,6.021656,13.26887,3
The Ataris,10.786049,13.770295,4
The Avalanches,10.263259,12.182251,9
The Avett Brothers,7.0903897,10.104771,37
The B-52's,11.779293,10.426085,48
The Babys,9.938291,11.79344,10
The Backyardigans,7.8489537,8.289836,4
The Band,9.236103,9.131273,91
The Band CAMINO,9.392125,11.91129,8
The Band Of Heathens,8.259604,10.150472,4
The Band Perry,9.998974,10.841418,10
The Band Todd Rundgren,9.376185,9.014387,8
The Bangles,10.898193,9.44899,14
The Bar-Kays,11.586523,8.72667,10
The Barry Sisters,7.3280897,7.021019,7
The Beach Boys,8.822418,9.23941,474
The Beatles,8.826078,9.307612,412
The Beau Brummels,10.74492,10.378447,3
The Beautiful South,7.618286,8.917077,4
The Bellamy Brothers,10.610828,8.189658,18
The Beloved,6.3135343,12.683712,3
The Ben Webster Quintet,1.928251,10.967075,8
The Beta Band,6.1662664,13.567087,4
The Big Bopper,9.214873,6.8304644,10
The Birthday Party,8.99532,10.09545,3
The Black Crowes,10.800013,13.027209,33
The Black Keys,10.050365,11.544476,58
The Blackbyrds,10.244025,8.264125,7
The Blasters,11.506072,12.95484,5
The Blue Nile,9.030869,10.786519,7
The Bluegrass Album Band,9.473984,7.920138,4
The Blues Brothers,11.54163,10.076077,6
The Blues Magoos,11.204476,11.979824,3
The Bobby Fuller Four,11.831412,10.965629,3
The Bonzo Dog Band,8.369424,7.7362337,4
The Boomtown Rats,11.084278,12.730011,3
The Bouncing Souls,10.272872,12.846149,9
The Box Tops,8.863399,7.709207,10
The Boys,7.2634897,12.789553,4
The Brady Bunch,9.131432,7.027553,5
The Bravery,11.0728035,13.160827,6
The Breeders,5.408647,13.549791,19
The Brian Jonestown Massacre,5.9247613,13.530399,4
The Brobecks,11.03439,13.381317,4
The Brothers Cazimero,4.9326105,8.431791,3
The Brothers Four,5.311147,8.288055,25
The Brothers Johnson,5.4827256,12.637208,19
The Buckinghams,8.942788,10.264372,7
The Budos Band,5.586968,13.149554,3
The Buggles,5.565297,13.324356,7
The Buttertones,7.3786783,13.093134,3
The Byrds,8.801826,9.404061,133
The Cab,10.67615,12.4758215,12
The Cadillacs,8.141665,6.853505,15
The Call,6.603464,12.821734,5
The Calling,9.279962,12.319241,3
The Cannonball Adderley Quintet,6.3633556,8.196745,8
The Canton Spirituals,9.157221,12.931496,9
The Cardigans,10.73647,10.769113,8
The Cars,11.040075,9.073419,63
The Carter Family,6.061726,7.1674495,21
The Cascades,7.1498013,7.662774,12
The Cats,9.141633,9.590561,6
The Chainsmokers,9.681478,10.877936,8
The Challengers,5.9024315,13.240339,7
The Chambers Brothers,6.9581413,10.165518,8
The Chameleons,7.5071073,13.339236,12
The Champs,3.4424818,13.113616,10
The Chantays,3.7978268,12.964062,14
The Charlie Daniels Band,9.803728,8.937045,50
The Cheetah Girls,12.118712,9.102384,5
The Chemical Brothers,6.2954206,13.498487,11
The Chi-Lites,8.477737,9.250162,12
The Chieftains Van Morrison,7.665399,9.605928,7
The Chiffons,11.821797,10.73469,3
The Chinese Cultural Theatre Group,2.01297,12.356161,4
The Chocolate Watchband,8.122137,12.086154,6
The Chordettes,3.23985,8.518203,54
The Chords,7.8379774,6.56388,3
The Church,9.263363,10.456358,7
The City of Prague Philharmonic Orchestra,-1.6277784,10.561283,4
The Civil Wars,4.9854307,9.097336,8
The Clancy Brothers,6.739253,5.9523625,3
The Clancy Brothers & Tommy Makem,3.6606977,5.979676,5
The Clancy Brothers Tommy Makem,6.2689233,6.594459,58
The Clark Sisters,8.6172,10.47709,13
The Clash,11.579165,10.846288,129
The Cleaners From Venus,10.637982,10.947871,13
The Cleftones,11.243961,6.945531,3
The Click,13.099171,10.311302,5
The Click Five,11.026793,11.2473345,3
The Clinch Mountain Boys The Stanley Brothers,6.1518745,9.235483,10
The Clovers,6.3105183,6.861077,22
The Coasters,10.106664,7.146408,9
The Collins Kids,11.931272,8.317858,3
The Commitments,10.0666065,8.832974,5
The Congos,9.87877,8.207969,10
The Connells,9.120667,11.428737,3
The Cookies,8.57829,6.497596,5
The Corrs,9.629602,11.574515,6
The Cotton Candy Blues Band,9.232797,9.771299,3
The Countdown Kids,10.064772,7.3347545,11
The Cover Girls,9.533377,10.870454,5
The Cowsills,8.540346,9.920615,5
The Cramps,7.001334,13.460697,55
The Cranberries,8.206962,11.846295,40
The Creation,9.418087,12.349412,6
The Crickets,7.8996763,6.8745804,17
The Crossfires,6.4860353,13.61304,3
The Crusaders,4.601737,13.043355,13
The Cry,10.859864,11.798847,3
The Crystal Method,6.5005455,13.615382,6
The Crystals,8.576597,10.208551,7
The Cult,9.525723,12.768619,34
The Cure,6.4481015,13.177231,190
The Cyrkle,8.649236,7.440236,5
The D.O.C.,14.009126,8.639604,10
The Damned,9.81932,13.530363,37
The Dandy Warhols,6.518869,13.456614,7
The Danleers,6.007369,8.4463415,3
The Darkness,10.50723,13.363212,3
The Dave Brubeck Quartet,2.023719,12.121025,83
The Dave Clark Five,10.478727,10.383879,26
The Dayton Family,11.714945,9.15312,4
The De Castro Sisters,7.4405975,6.708869,4
The Dead Milkmen,9.775545,9.73485,27
The Decemberists,10.1872425,11.816805,13
The Deele,9.17255,9.852038,7
The Del-Vikings,7.3577538,7.953509,5
The Delfonics,7.5138407,8.427936,24
The Dells,7.6983,9.567245,12
The Derek Trucks Band,7.8969603,10.794579,6
The Devil Makes Three,9.291417,7.71626,12
The Devil Wears Prada,10.186783,13.836385,5
The Dickies,11.195308,13.41537,6
The Dillards,10.427619,10.147884,23
The Dillinger Escape Plan,10.514736,13.787982,3
The Dirty Dozen Brass Band,4.5356436,12.950404,4
The Distillers,10.698682,13.724297,8
The Dixie Cups,9.071997,7.8767953,11
The Doobie Brothers,9.788724,8.180669,90
The Doors,8.694181,9.350502,105
The Dovells,9.140793,6.5202837,3
The Dramatics,8.359988,9.434407,22
The Dreadnoughts,7.9811125,6.990799,3
The Dream Academy,8.215877,9.515043,3
The Drifters,7.9679003,6.9250345,34
The Drums,6.5450916,13.325401,6
The Dubliners,3.780091,5.857649,29
The Dubliners The Pogues,11.300172,9.970574,3
The Dubs,5.070909,8.966844,5
The Dukes Of Dixieland,3.6981826,5.898298,6
The Duprees,5.1441083,8.895408,5
The Durutti Column,2.3458533,12.12696,12
The Dwarf Chorus,9.472066,7.040483,3
The Easybeats,10.735978,11.467816,3
The Ebonys,7.24512,7.3785996,3
The Edgar Winter Group,10.768765,8.770762,9
The Egyptian Lover,13.261416,9.5562525,4
The Electric Flag,4.323783,5.906742,4
